ID	Type	Title	Games	Authors	Date	Tags	Description	Update	Embed	URL
p4g-cranegamerebalanced	mod	Crane Game Rebalanced	P4G	AnimatedSwine37	05/30/2021	Misc	This mod rebalances the crane game to make it less tedious. <br><br>Normally, you would pay 100 yen for on ... 		https://images.gamebanana.com/img/ss/mods/60b30fe3a9b02.jpg	https://gamebanana.com/mods/290821
p4g-animatedlogoforsteam	mod	Animated Logo for Steam	P4G	Pixelguin	05/17/2021	Resource	This is an animated version of the P4G logo that can be applied to your Steam library.<br><br>Instructions ... 		https://images.gamebanana.com/img/ss/mods/60a2f3eddb001.jpg	https://gamebanana.com/mods/287241
p4g-badapplemod	mod	Bad Apple!! mod	P4G	Pioziomgames	05/13/2021	Misc Texture	IMPORTANT!!<br>This mod is not compatible with Aemulus<br>Why?<br>Well it replaces 26 643 files which makes a ... 		https://images.gamebanana.com/img/ss/mods/609d7e3781602.jpg	https://gamebanana.com/mods/285925
p4g-kintoki-doujipicaromod	mod	Kintoki-Douji Picaro Mod	P4G	S Tier Leone	05/13/2021	Misc Texture	A re-texture for Teddie's Kintoki-Douji. Only affects the battle model, not the awakening cutscenes  ... 		https://images.gamebanana.com/img/ss/mods/609d5da56b5b6.jpg	https://gamebanana.com/mods/285881
p4g-fumosona	mod	Fumosona	P4G	Pioziomgames	05/12/2021	Misc	I made this mod a month ago but only released it on rose golden discord so it's kinda old and I have ... 		https://images.gamebanana.com/img/ss/mods/609b90478d88a.jpg	https://gamebanana.com/mods/285496
p4g-magatsujiraiyapicaromod	mod	Magatsu Jiraiya Picaro Mod	P4G	S Tier Leone	05/11/2021	Misc Texture	A scrapped idea that was initially part of another mod, so I figured I'd upload it here since I alre ... 		https://images.gamebanana.com/img/ss/mods/609aec9d035bf.jpg	https://gamebanana.com/mods/285366
p4g-epiloguebattlecostumesspoilers	mod	Epilogue battle costumes [Spoilers]	P4G	Pioziomgames	06/26/2021	All playable characters Skin	This mod replaces everyone's default clothes with their epilogue ones.<br><br>For Teddie it replaces summe ... 	<b>Updated 06/26/2021</b>	https://images.gamebanana.com/img/ss/mods/608ff430a68bf.jpg	https://gamebanana.com/mods/250391
p4g-yukikofromdrakeandjosh	mod	Yukiko From Drake and Josh	P4G	Barkode	11/14/2020	Yukiko Skin	Replaces Yukiko with Josh from Drake and Josh, best used alongside Chie from Drake and Josh by arele ... 		https://images.gamebanana.com/img/ss/mods/5fb04af506b69.jpg	https://gamebanana.com/mods/250390
p4g-redneofeathermanyukiko	mod	Red Neo Featherman Yukiko	P4G	AYukikoSimp	11/30/2020	Yukiko Skin	welcome everyone to my first mod, this mod makes Yukiko's wish to be the red Neo Featherman come tru ... 	<b>Updated 11/30/2020</b>	https://images.gamebanana.com/img/ss/mods/5f91ee4e37d14.jpg	https://gamebanana.com/mods/250389
p4g-dojimablinks	mod	Dojima Blinks	P4G	Pixelguin	05/28/2021	Dojima Skin	Thanks to the latest advancements in tear duct optimization, Dojima's neutral talksprite can finally ... 	<b>Updated 05/28/2021</b>	https://images.gamebanana.com/img/ss/mods/60c838c257421.jpg	https://gamebanana.com/mods/250388
p4g-catboydojima	mod	Catboy Dojima	P4G	Krestel	01/22/2021	Dojima Skin	Makes Dojima a catboy. Original sprite edit by the incredible Vincent.<br><br>Right now this only changes  ... 		https://images.gamebanana.com/img/ss/mods/600a61868b625.jpg	https://gamebanana.com/mods/250387
p4g-dojimaanimeshadeskin	mod	Dojima Anime Shade Skin	P4G	Magusbear	03/12/2021	Dojima Skin	Completely redid Dojimas texture so it looks more like his bustup (and closer to how Persona 5 model ... 		https://images.gamebanana.com/img/ss/mods/604c7a021c896.jpg	https://gamebanana.com/mods/250386
p4g-monokumaoverteddie	mod	Monokuma over Teddie	P4G	nonsensicaldreamer	03/27/2021	Teddie Skin	As the title and images state, our "lovable" bear, Teddie, has been turned into... Uh... Whatever Mo ... 		https://images.gamebanana.com/img/ss/mods/605eae09383ca.jpg	https://gamebanana.com/mods/250385
p4g-persona420goldenpc	mod	Persona 420 Golden (PC)	P4G	swindlesmccoop	08/02/2020	Yosuke Skin	Development History<br>When P4G was ported to PC, I knew that modding would run rampant. One of my favo ... 		https://images.gamebanana.com/img/ss/mods/5f2657d714a32.jpg	https://gamebanana.com/mods/250384
p4g-alwayspresentdragyosuke	mod	Always present drag Yosuke	P4G	Erge	08/21/2020	Yosuke Skin	Replaces all of Yosuke models and bustups with drag Yosuke. <br>Animations can be wonky at times, i mig ... 		https://images.gamebanana.com/img/ss/mods/5f3fc3dd9c4a4.jpg	https://gamebanana.com/mods/250383
p4g-yanshu-chiyosuke	mod	Yan Shu-Chi Yosuke	P4G	Yosuke Hanamura	08/25/2020	Yosuke Skin	THE SPRITES IN THIS MOD ARE NOT MINE. ALL CREDIT GOES TO THE CREATORS AND PUBLISHERS OF NEKOJISHI.<br><br> ... 		https://images.gamebanana.com/img/ss/mods/5f47f33e1886d.jpg	https://gamebanana.com/mods/250382
p4g-p4gegirlnanakomod	mod	P4G Egirl Nanako Mod	P4G	remdevv	07/29/2020	Nanako Skin	This mod replaces ALL of Nanako's sprites and textures with a more "emo" version of her.	<b>Updated 07/29/2020</b>	https://images.gamebanana.com/img/ss/mods/5f1b1b0f64b29.jpg	https://gamebanana.com/mods/250381
p4g-nanakowatchesfamilyguy	mod	Nanako watches Family Guy	P4G	Eclipsee	08/18/2020	Nanako Skin	Well, nobody asked for it.		https://images.gamebanana.com/img/ss/mods/5f3c56dbbec65.jpg	https://gamebanana.com/mods/250380
p4g-chiefromdrakeandjoshwinteroutfitsonly	mod	Chie from Drake and Josh (winter outfits only)	P4G	arelevantname	07/27/2020	Chie Skin	Replaces Chie's winter outfits portraits with that one frame from drake and josh		https://images.gamebanana.com/img/ss/mods/5f1e502b22d08.jpg	https://gamebanana.com/mods/250379
p4g-chie-chanwantstohangout	mod	Chie-Chan Wants to Hang Out!	P4G	SimonFoxcoon	08/21/2020	Chie Skin	i'm sorry lmao<br>She comes with all Summer uniform (glasses/no glasses) bustups with all expressions,  ... 		https://images.gamebanana.com/img/ss/mods/5f3fb448488fd.jpg	https://gamebanana.com/mods/250378
p4g-chieasstevefromminecraft	mod	Chie as Steve from Minecraft	P4G	SeeEff	07/20/2020	Chie Skin	This modifies Chie's default dungeon costume as well as ALL of her sprites to be that of Steve from  ... 		https://images.gamebanana.com/img/ss/mods/5f1545bda366f.jpg	https://gamebanana.com/mods/250377
p4g-chiesatonakaisasukalangleyschooloutfit	mod	Chie Satonaka is Asuka Langley (school outfit)	P4G	tepiku.o	09/13/2020	Chie Skin	My first model mod, hope you like it.<br>Works with "Winter Yaso Outfit".		https://images.gamebanana.com/img/ss/mods/5f5d62eae4afd.jpg	https://gamebanana.com/mods/250376
p4g-ninjaadachi	mod	Ninja Adachi	P4G	arelevantname	07/11/2020	Adachi Skin	Replaces Adachi's textures and portraits with Ninja Adachi		https://images.gamebanana.com/img/ss/mods/5f09eaf71d3ac.jpg	https://gamebanana.com/mods/250374
p4g-yoshikagekiramod	mod	Yoshikage Kira Mod	P4G	BlingBlongBlong	07/31/2020	Adachi Skin	This mod replaces Tohru Adachi with Yoshikage Kira from Jojo's Bizarre Adventure Part 4	<b>Updated 07/31/2020</b>	https://images.gamebanana.com/img/ss/mods/5f231caf64284.jpg	https://gamebanana.com/mods/250373
p4g-nanakoadachi	mod	Nanako Adachi	P4G	KillJoyTails	07/16/2020	Adachi Skin	This mod literally replaces all of Adachi models with Nanako's. She sort of just slides around, so e ... 		https://images.gamebanana.com/img/ss/mods/5f108a35b0d36.jpg	https://gamebanana.com/mods/250372
p4g-shaggyadachi	mod	Shaggy Adachi?	P4G	arelevantname	08/19/2020	Adachi Skin	Changes Adachi's textures and portraits to something thats supposed to represent shaggy from scooby  ... 		https://images.gamebanana.com/img/ss/mods/5f3c9d231f470.jpg	https://gamebanana.com/mods/250371
p4g-kanjibeatsshadowstodeathwithatv	mod	Kanji Beats Shadows to Death With a TV	P4G	SeaGuardian	10/11/2020	Kanji Skin	This mod replaces all of Kanji Tatsumi's weapons with a flat screen TV.<br><br>The TV model was sourced fr ... 	<b>Updated 10/11/2020</b>	https://images.gamebanana.com/img/ss/mods/5f83940ef0eb4.jpg	https://gamebanana.com/mods/250369
p4g-likulaukanji	mod	Likulau Kanji	P4G	Yosuke Hanamura	08/27/2020	Kanji Skin	THE SPRITES IN THIS MOD ARE NOT MINE. ALL CREDIT GOES TO THE CREATORS AND PUBLISHERS OF NEKOJISHI.<br><br> ... 		https://images.gamebanana.com/img/ss/mods/5f47f4f69d120.jpg	https://gamebanana.com/mods/250368
p4g-kanjiasamadscientist	mod	Kanji as a Mad Scientist	P4G	01737_L	07/06/2020	Kanji Skin	Changes "Kingpin Duster" color scheme to match the colors from Okabe Rintarou from Steins;Gate. Also ... 		https://images.gamebanana.com/img/ss/mods/5f036ee55a65a.jpg	https://gamebanana.com/mods/250367
p4g-hiimdaisyportraits	mod	Hiimdaisy Portraits	P4G	FloppyRichard	07/18/2020	Yu Skin	replaces the party's portraits with certain panels from the hiimdaisy comic		https://images.gamebanana.com/img/ss/mods/5f12d77d2e8f5.jpg	https://gamebanana.com/mods/250366
p4g-jokerwarseneraoul	mod	Joker w/ Arsene & Raoul	P4G	Saitsu	08/05/2020	Yu Skin	If you downloaded the mod before, and for some reason you only got the Raoul folder, the download ha ... 		https://images.gamebanana.com/img/ss/mods/5f2ad295ee925.jpg	https://gamebanana.com/mods/250365
p4g-demi-fiendreskinftdante	mod	Demi-Fiend Reskin ft Dante	P4G	Tekka	11/07/2020	Yu Skin	Inspired by the upcoming release of Nocturne HD Remaster.  Replaces Yu's Cool Trunks outfit with Dem ... 	<b>Updated 11/07/2020</b>	https://images.gamebanana.com/img/ss/mods/5f869217f3492.jpg	https://gamebanana.com/mods/250364
p4g-pq2panels	mod	PQ2 Panels	P4G	kzkz	07/13/2020	Yu Skin	Just ported the in battle portraits/panel images from pq2 to p4g<br>Enjoy!		https://images.gamebanana.com/img/ss/mods/5f0c9c6eb53d8.jpg	https://gamebanana.com/mods/250363
p4g-smtskins	mod	SMT skins	P4G	Macadelics	10/12/2020	Yu Skin	skins i made to replace some of the base models, mainly ported from p5.<br>replaces these outfits.<br>Summ ... 	<b>Updated 10/12/2020</b>	https://images.gamebanana.com/img/ss/mods/5f640368a1ffe.jpg	https://gamebanana.com/mods/250362
p4g-giornogiovanna-themedyu	mod	Giorno Giovanna-themed Yu	P4G	AGhostsPumpkinSoup	06/23/2020	Yu Skin	This mod replaces the "Summer Yaso Outfit" with a color scheme based on Giorno Giovanna from JoJo's  ... 		https://images.gamebanana.com/img/ss/mods/5ef14c912cd04.jpg	https://gamebanana.com/mods/250361
p4g-nagitokomaedainspiredyunarukami	mod	Nagito Komaeda inspired Yu Narukami	P4G	JordanTheWizard	07/17/2020	Yu Skin	This mod replaces Yu Narukami's default costume with Nagito Komaeda's costume from Danganronpa 2 Goo ... 		https://images.gamebanana.com/img/ss/mods/5f112069791ef.jpg	https://gamebanana.com/mods/250360
p4g-dripyu	mod	Drip Yu	P4G	JoltGanda	01/11/2021	Yu Skin	Silly Yu, you can't have dri-<br><br>As my first Persona 4 Golden mod, I regret this heavily, but also wan ... 		https://images.gamebanana.com/img/ss/mods/5ffcd02395d04.jpg	https://gamebanana.com/mods/250359
p4g-sansoveryu	mod	Sans Over Yu	P4G	GeckoNeko	07/28/2020	Yu Skin	So basically, Yu become Sans<br><br>You get to be the legend himself<br><br>Goes over Default Yu in battle		https://images.gamebanana.com/img/ss/mods/5f1fde2b9ef3f.jpg	https://gamebanana.com/mods/250358
p4g-p3mcmod20	mod	P3MC Mod 2.0	P4G	Pioziomgames	02/27/2021	Yu Skin	This mod is basically a port of DniweTamp's P5R P3MC Port to p4g.<br><br>This mod adds:<br><br>• P5R P3MC over Y ... 	<b>Updated 02/27/2021</b>	https://images.gamebanana.com/img/ss/mods/602da1bc2bc02.jpg	https://gamebanana.com/mods/250357
p4g-shujinhighwinteruniformforyu	mod	Shujin High Winter uniform for Yu	P4G	Preez	09/04/2020	Yu Skin	Just a simple Reskin for Yu's Gekkoukan costume (sadly), comes with four options (Dark Haired, Dark  ... 		https://images.gamebanana.com/img/ss/mods/5f52b4e16ee49.jpg	https://gamebanana.com/mods/250356
p4g-diooveryuswinteryasogamihighoutfit	mod	Dio Over Yu's Winter Yasogami High Outfit	P4G	swindlesmccoop	07/25/2020	Yu Skin	Installation Instructions:<br>What you need:<br><br>• Windows 7/8.1/10<br>• The latest release of the Persona Mo ... 		https://images.gamebanana.com/img/ss/mods/5f1c644dce6dd.jpg	https://gamebanana.com/mods/250355
p4g-dripyualloutattackportrait	mod	Drip Yu All Out Attack Portrait	P4G	Lergi	02/03/2021	Yu Skin	I really enjoy JoltGanda's Drip Yu mod, but I felt it was missing something. This mod is that someth ... 		https://images.gamebanana.com/img/ss/mods/601b30aee50b9.jpg	https://gamebanana.com/mods/250354
p4g-theonce-lercostumeforprotagonist	mod	The Once-Ler Costume for Protagonist	P4G	MitsuoQuest	07/27/2020	Yu Skin	This is a mod that changes the protagonist's "Halloween Costume" into The Once-Ler's costume from Th ... 		https://images.gamebanana.com/img/ss/mods/5f1f5ed9a300e.jpg	https://gamebanana.com/mods/250353
p4g-pokemontrainerredyu	mod	Pokemon Trainer Red Yu	P4G	kzkz	07/16/2020	Yu Skin	Pokemon and Persona are quite similar, don't you think? Play as Trainer Red with this new mod!<br>Best  ... 		https://images.gamebanana.com/img/ss/mods/5f10e09258c17.jpg	https://gamebanana.com/mods/250352
p4g-jacksontuckerasyumod	mod	Jackson Tucker as Yu Mod	P4G	Seanlam	11/22/2020	Yu Skin	Jackson Tucker is an American actor, producer and environmentalist. He has often played unconvention ... 		https://images.gamebanana.com/img/ss/mods/5fbec36deba7f.jpg	https://gamebanana.com/mods/250351
p4g-gordanfreemanyu	mod	Gordan Freeman Yu	P4G	MadMax1960	01/03/2021	Yu Skin	Yu, but with hair highlights (totally intentional) and Gordan Freeman's HEV suit. The sword is a lit ... 		https://images.gamebanana.com/img/ss/mods/5ff22aa02753b.jpg	https://gamebanana.com/mods/250350
p4g-p4gninjastorm	mod	P4G Ninja Storm	P4G	Macadelics	04/26/2021	Yu Skin	my first attempt making a mod for yosuke.  i still need to fix yosuke open chest and weapon bone nam ... 	<b>Updated 04/26/2021</b>	https://images.gamebanana.com/img/ss/mods/606f933d1a325.jpg	https://gamebanana.com/mods/250349
p4g-p4grpm	mod	P4G RPM	P4G	Macadelics	04/09/2021	Yu Skin	this replaces the goofy gag summer outfit<br><br>*updated: now has featherman victory animation*	<b>Updated 04/09/2021</b>	https://images.gamebanana.com/img/ss/mods/6065249e02701.jpg	https://gamebanana.com/mods/250347
p4g-gobustersoutfits	mod	Go Busters Outfits	P4G	Macadelics	04/26/2021	Yu Skin	These outfits replace the agent outfits for Yu, Kanji, and chie	<b>Updated 04/26/2021</b>	https://images.gamebanana.com/img/ss/mods/6084e67134414.jpg	https://gamebanana.com/mods/250345
p4g-chibinaotoovernaotossprites	mod	Chibi Naoto over Naoto's sprites	P4G	BlingBlongBlong	08/05/2020	Naoto Skin	This mod replaces all of Naoto's sprites with Chibi Naoto from Blazblue: Cross Tag Battle		https://images.gamebanana.com/img/ss/mods/5f2a8fe320963.jpg	https://gamebanana.com/mods/250344
p4g-chibinaoto	mod	Chibi Naoto	P4G	Saitsu	07/16/2020	Naoto Skin	YOU NEED TO UPDATE TO THE BETA VERSION FOR THIS MOD TO WORK.<br><br>Naoto but it's Chibi Naoto from BBTag  ... 		https://images.gamebanana.com/img/ss/mods/5f0fce3d33c5e.jpg	https://gamebanana.com/mods/250343
p4g-akechinaotooutfit	mod	Akechi Naoto Outfit	P4G	MadMax1960	06/22/2020	Naoto Skin	This goes over her Agent Skin, comes with one that changes her hair color to Akechi's, and one that  ... 		https://images.gamebanana.com/img/ss/mods/5ef10ceb68843.jpg	https://gamebanana.com/mods/250342
p4g-hatlessnoglassesnaoto	mod	Hatless/No Glasses Naoto	P4G	MadMax1960	06/21/2020	Naoto Skin	It's just Naoto without her glasses or hat.<br><br>2 Versions, one for Naoto with hat and no glasses, and  ... 		https://images.gamebanana.com/img/ss/mods/5eefecbdeeb99.jpg	https://gamebanana.com/mods/250341
p4g-vibingnaotomod	mod	Vibing Naoto Mod	P4G	MadMax1960	01/11/2021	Naoto Skin	Vibin Naoto, but Rigged! Includes 2 versions, a Naoto sized version, and a Vibing Naoto sized versio ... 		https://images.gamebanana.com/img/ss/mods/5ffccb16b2f79.jpg	https://gamebanana.com/mods/250340
p4g-naotoovergunmodel	mod	Naoto over gun model	P4G	BlingBlongBlong	07/29/2020	Naoto Skin	This mod replaces all of Naoto's guns and Persona's with Casual Summer Outfit Naoto		https://images.gamebanana.com/img/ss/mods/5f21bf4358634.jpg	https://gamebanana.com/mods/250339
p4g-igavenaotoabanana	mod	I gave Naoto A banana	P4G	addpar	01/15/2021	Naoto Skin	Mod that replaces all of naoto's guns with a banana.<br><br>The guns also have new names... some are bette ... 		https://images.gamebanana.com/img/ss/mods/60015f9cb07ae.jpg	https://gamebanana.com/mods/250338
p4g-lokifrompersona5	mod	Loki from Persona 5	P4G	Saitsu	07/26/2020	Persona Skin	Loki backported from Persona 5, replaces the Loki already in the game.		https://images.gamebanana.com/img/ss/mods/5f1d6891e4a9b.jpg	https://gamebanana.com/mods/250337
p4g-smolpersonas	mod	Smol Personas	P4G	InnocentArtCat	03/19/2021	Persona Skin	I decided to start a Project where i make my own Persona Portraits in a cute style. however i don't  ... 	<b>Updated 03/19/2021</b>	https://images.gamebanana.com/img/ss/mods/5f49fddb310b5.jpg	https://gamebanana.com/mods/250336
p4g-obamiumoveralilat	mod	Obamium over Alilat	P4G	MitsuoQuest	08/05/2020	Persona Skin	Bad meme, bad mod. I don't care.		https://images.gamebanana.com/img/ss/mods/5f2b3d8ee7379.jpg	https://gamebanana.com/mods/250335
p4g-magatsu-izanagi-no-okami	mod	Magatsu-Izanagi-no-Okami	P4G	Saitsu	07/20/2020	Persona Skin	Made this design by myself, of course, it's based on Magatsu-Izanagi.<br><br>The mod replaces Izanagi-no-O ... 		https://images.gamebanana.com/img/ss/mods/5f15777ab1843.jpg	https://gamebanana.com/mods/250334
p4g-izanagimagatsu-izanagipicaro	mod	Izanagi & Magatsu-Izanagi Picaro	P4G	Saitsu	07/19/2020	Persona Skin	Izanagi and Magatsu-Izanagi Picaro from Persona 5.<br><br>They replace normal Izanagi and Magatsu-Izanagi. ... 		https://images.gamebanana.com/img/ss/mods/5f1472f6dd3a7.jpg	https://gamebanana.com/mods/250333
